id,name_of_interviewer,district,female,age_40_and_above,farmer_laborer,health_yes_some_diff_2,health_yes_a_lot_3,caste_BC,caste_NGTJ,caste_Dal,caste_Other,are_main_problems_addressed,biggest_prob,satisfied_with_gov,top_thing_gov,information_about_gov_support,a_Top_need_info,satisfied_with_ngos,a_Top_need_NGOs,is_support_fair,a_Top_reason_not_fair,prepared_for_winter,have_been_heard,relief_effort_progress,a_Top_problem_women
724834,Gagan Jung Thapa,Sindhuli,1,1,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,seeds_and_fert,4.0,,4.0,,5.0,,5.0,4.0,1.0,short_term_shelter__tent_shelt
724841,santosh raut,Dolakha,0,1,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,,,2.0,other,2.0,1.0,2.0,
724844,Ambika Dhimal,Kavrepalanchok,0,0,1,0,0,0,1,0,0,3.0,long_term_shelter__housing,2.0,cash_for_work,3.0,news_about_government_decision,3.0,cash_for_work,2.0,based_on_polit,4.0,2.0,2.0,
724846,Ram Sharan Adhikari,Dhading,0,0,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,4.0,,4.0,,4.0,4.0,2.0,
724849,laxman pd bhattarai,Bhaktapur,0,0,1,0,0,0,1,0,0,,,4.0,,5.0,,,,,,1.0,3.0,1.0,
724850,Gagan Jung Thapa,Sindhuli,0,0,0,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,building_mater,4.0,,5.0,,4.0,,1.0,3.0,1.0,
724851,Sunita Khadka,Dolakha,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,5.0,,1.0,how_to_get_shelter_materials,4.0,,1.0,based_on_polit,1.0,1.0,1.0,
724852,Mahesh Kumar Shrestha,Ramechhap,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_get_shelter_materials,1.0,building_mater,2.0,first_come__fi,2.0,1.0,2.0,
724853,Ram Saran Dulal,Makwanpur,0,1,1,0,0,0,0,1,0,2.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,1.0,housing_inspec,2.0,based_on_polit,1.0,2.0,2.0,
724854,AMbika Dhimal,Kavrepalanchok,1,1,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,3.0,news_about_government_decision,4.0,,2.0,first_come__fi,4.0,3.0,4.0,long_term_shelter__housing
724855,santosh raut,Dolakha,0,1,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,building_mater,4.0,,2.0,building_mater,2.0,based_on_polit,2.0,2.0,1.0,
724856,laxman pd bhattarai,Bhaktapur,0,1,1,0,0,0,1,0,0,4.0,,,,4.0,,5.0,,,,1.0,2.0,4.0,
724857,laxman pd bhattarai,Bhaktapur,0,0,1,0,0,0,1,0,0,,,4.0,,5.0,,4.0,,,,1.0,,,
724858,Ram Sharan Adhikari,Dhading,0,1,1,1,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,4.0,,4.0,,5.0,,5.0,
724859,Raj Gurung,Gorkha,1,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,3.0,building_mater,4.0,,3.0,cash_for_work,5.0,,2.0,1.0,5.0,sexual_and_reproductive_servic
724861,Sunita Khadka,Dolakha,0,1,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,5.0,,1.0,how_to_get_shelter_materials,4.0,,1.0,based_on_polit,1.0,1.0,1.0,
724869,Krishna Bahadur Moktan,Sindhuli,0,0,0,0,0,1,0,0,0,4.0,,4.0,,4.0,,5.0,,4.0,,,2.0,5.0,
724870,santosh raut,Dolakha,0,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,1.0,building_mater,2.0,based_on_polit,2.0,2.0,2.0,
724871,Ram Saran Dulal,Makwanpur,0,0,0,0,0,0,1,0,0,2.0,short_term_she,1.0,housing_inspec,4.0,,2.0,food_aid,2.0,based_on_polit,1.0,2.0,2.0,
724872,laxman pd bhattarai,Bhaktapur,1,1,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,4.0,,4.0,,,1.0,4.0,
724873,AMbika Dhimal,Kavrepalanchok,1,0,0,0,0,0,0,1,0,1.0,long_term_shelter__housing,3.0,building_mater,4.0,,3.0,cash_for_work,3.0,based_on_dista,4.0,4.0,2.0,clean_water
724875,Ram Sharan Adhikari,Dhading,0,1,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,building_mater,5.0,,4.0,,4.0,,5.0,4.0,4.0,
724878,Krishna Bahadur Moktan,Sindhuli,0,1,0,0,0,1,0,0,0,5.0,,4.0,,5.0,,,,,,,5.0,5.0,
724879,Mahesh Kumar Shrestha,Ramechhap,0,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_get_shelter_materials,1.0,cash_for_work,1.0,only_if_damage,2.0,1.0,2.0,
724881,Ram Saran Dulal,Makwanpur,0,1,1,0,0,0,1,0,0,2.0,financial_support,2.0,cash_for_work,4.0,,1.0,cash_for_work,1.0,first_come__fi,1.0,2.0,2.0,
724882,laxman pd bhattarai,Bhaktapur,0,1,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,4.0,,,,,,5.0,,1.0,1.0,1.0,
724884,santosh raut,Dolakha,0,0,0,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,cash_for_work,2.0,news_about_government_decision,2.0,cash_for_work,2.0,based_on_polit,2.0,2.0,1.0,
724885,Ambika Dhimal,Kavrepalanchok,1,1,1,0,0,0,1,0,0,3.0,long_term_shelter__housing,2.0,building_mater,3.0,news_about_government_decision,4.0,,2.0,based_on_dista,4.0,3.0,3.0,clean_water
724886,Sunita Khadka,Dolakha,1,0,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,5.0,,2.0,news_about_government_decision,5.0,,1.0,based_on_polit,1.0,1.0,1.0,long_term_shelter__housing
724887,Krishna Bahadur Moktan,Sindhuli,0,0,0,0,0,1,0,0,0,1.0,financial_support,4.0,,4.0,,4.0,,5.0,,,5.0,5.0,
724888,Ram Sharan Adhikari,Dhading,1,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,building_mater,4.0,,2.0,cash_for_work,4.0,,5.0,2.0,4.0,long_term_shelter__housing
724889,Ram Saran Dulal,Makwanpur,0,1,1,0,0,0,0,1,0,1.0,short_term_she,1.0,cash_for_work,4.0,,1.0,housing_inspec,1.0,based_on_caste,2.0,1.0,2.0,
724890,laxman pd bhattrai,Bhaktapur,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_register_for_access_sup,1.0,building_mater,5.0,,,1.0,4.0,
724891,Raj Gurung,Gorkha,1,1,1,0,0,0,1,0,0,3.0,long_term_shelter__housing,3.0,cash_for_work,2.0,news_about_government_decision,3.0,cash_for_work,4.0,,3.0,2.0,4.0,child_protecti
724892,Ambika Dhimal,Kavrepalanchok,1,0,0,0,0,1,0,0,0,2.0,financial_support,2.0,building_mater,2.0,how_to_register_for_access_sup,3.0,cash_for_work,2.0,based_on_caste,3.0,4.0,3.0,long_term_shelter__housing
724893,Mahesh Kumar Shrestha,Ramechhap,1,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_get_shelter_materials,1.0,cash_for_work,1.0,only_if_damage,2.0,1.0,2.0,healthcare
724894,Krishna Bahadur Moktan,Sindhuli,0,1,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,5.0,,,,,,,
724895,Ram Sharan Adhikari,Dhading,0,1,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,4.0,,5.0,,5.0,1.0,4.0,
724898,Krishna Bahadur Moktan,Sindhuli,0,0,1,0,0,1,0,0,0,4.0,,,,4.0,,5.0,,2.0,because_people,3.0,4.0,4.0,
724899,Ram Saran Dulal,Makwanpur,1,0,0,0,0,0,0,0,1,1.0,long_term_shelter__housing,2.0,building_mater,4.0,,1.0,building_mater,2.0,based_on_polit,4.0,1.0,1.0,
724900,laxman pd bhattarai,Bhaktapur,0,1,1,1,0,0,1,0,0,1.0,housing_inspections,2.0,building_mater,2.0,how_to_get_healthcare_psycholo,1.0,cash_for_work,4.0,,4.0,5.0,4.0,
724901,Mahesh Kumar Shrestha,Ramechhap,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_get_shelter_materials,1.0,building_mater,2.0,first_come__fi,2.0,1.0,2.0,
724905,Rajkumar Parajuli,Kavrepalanchok,0,1,0,0,0,1,0,0,0,3.0,clean_water,2.0,building_mater,2.0,news_about_government_decision,,,1.0,based_on_polit,2.0,1.0,2.0,
724911,santosh raut,Dolakha,0,1,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,building_mater,4.0,,2.0,building_mater,2.0,based_on_polit,2.0,2.0,1.0,
724918,Sunita Khadka,Dolakha,0,1,0,1,0,0,0,0,1,2.0,long_term_shelter__housing,5.0,,1.0,news_about_government_decision,5.0,,4.0,,2.0,4.0,4.0,
724926,Arjun Prasad Khatiwada,Dhading,1,0,0,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,2.0,news_about_government_decision,2.0,cash_for_work,1.0,based_on_caste,1.0,1.0,2.0,long_term_shelter__housing
724932,Krishna Bahadur Moktan,Sindhuli,0,0,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,housing_inspec,1.0,how_to_register_for_access_sup,5.0,,5.0,,4.0,4.0,1.0,
724933,Ram Saran Dulal,Makwanpur,0,1,1,0,0,0,0,0,1,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,,,1.0,based_on_polit,4.0,1.0,1.0,
724934,Yam Basel,Gorkha,0,0,0,0,0,0,0,1,0,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,4.0,4.0,
724935,laxman pd bhattarai,Bhaktapur,0,1,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,building_mater,2.0,how_to_register_for_access_sup,1.0,food_aid,4.0,,,4.0,5.0,
724936,Raj Gurung,Gorkha,0,1,0,1,0,0,1,0,0,1.0,healthcare,3.0,cash_for_work,4.0,,2.0,cash_for_work,4.0,,4.0,2.0,5.0,
724937,Mahesh Kumar Shrestha,Ramechhap,1,0,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,1.0,how_to_register_for_access_sup,1.0,cash_for_work,2.0,based_on_polit,2.0,1.0,2.0,child_protecti
724938,santosh raut,Dolakha,0,1,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,,,2.0,other,2.0,1.0,2.0,
724939,Rajkumar Parajuli,Kavrepalanchok,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,2.0,building_mater,1.0,based_on_polit,1.0,1.0,2.0,
724940,Sunita Khadka,Dolakha,1,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,4.0,,1.0,how_to_get_shelter_materials,4.0,,1.0,based_on_polit,1.0,1.0,1.0,long_term_shelter__housing
724941,Krishna Bahadur Moktan,Sindhuli,0,0,0,1,0,0,0,1,0,1.0,long_term_shelter__housing,3.0,cash_for_work,,,5.0,,,,5.0,1.0,1.0,
739998,Kalpana Adhikari,Nuwakot,0,1,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_get_shelter_materials,1.0,building_mater,1.0,based_on_dista,1.0,1.0,2.0,
724948,laxman pd bhattarai,Bhaktapur,0,0,1,0,0,0,1,0,0,4.0,,,,,,4.0,,5.0,,1.0,2.0,1.0,
724961,Ram Saran Dulal,Makwanpur,0,1,1,0,0,0,1,0,0,1.0,short_term_she,2.0,building_mater,2.0,news_about_government_decision,2.0,building_mater,1.0,based_on_polit,4.0,1.0,2.0,
724962,Arjun Prasad Khatiwada,Dhading,0,0,1,0,0,0,0,0,1,1.0,long_term_shelter__housing,1.0,cash_for_work,2.0,news_about_government_decision,2.0,cash_for_work,2.0,based_on_caste,2.0,1.0,1.0,
724968,Yam Basel,Gorkha,0,1,0,1,0,0,0,0,1,4.0,,5.0,,4.0,,4.0,,4.0,,5.0,4.0,4.0,
724970,Krishna Bahadur Moktan,Sindhuli,0,0,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,1.0,seeds_and_fert,5.0,,4.0,,4.0,,2.0,1.0,2.0,
724977,Krishna Bahadur Moktan,Sindhuli,0,1,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,4.0,,,,5.0,,,,4.0,5.0,4.0,
724978,Mahesh Kumar Shrestha,Ramechhap,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,1.0,how_to_replace_personal_docume,1.0,building_mater,2.0,only_if_damage,2.0,1.0,2.0,
724983,Rajkumar Parajuli,Kavrepalanchok,0,0,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,building_mater,4.0,,2.0,building_mater,2.0,based_on_caste,1.0,2.0,2.0,
724985,Arjun Prasad Khatiwada,Dhading,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,4.0,,1.0,cash_for_work,2.0,based_on_caste,1.0,1.0,1.0,
725008,Yam Basel,Gorkha,1,1,0,0,0,0,0,0,1,4.0,,4.0,,4.0,,4.0,,4.0,,4.0,4.0,4.0,
725017,Sunita Khadka,Dolakha,1,0,1,0,0,0,0,0,1,1.0,long_term_shelter__housing,4.0,,2.0,news_about_government_decision,4.0,,1.0,based_on_polit,1.0,1.0,1.0,long_term_shelter__housing
725018,Krishna Bahadur Moktan,Sindhuli,0,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,2.0,building_mater,,,5.0,,,
725019,Raj Gurung,Gorkha,1,0,1,0,0,0,1,0,0,3.0,long_term_shelter__housing,3.0,building_mater,4.0,,3.0,building_mater,5.0,,3.0,2.0,5.0,sexual_and_reproductive_servic
725020,laxman pd bhattarai,Bhaktapur,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,4.0,,4.0,,,1.0,4.0,
725024,Rajkumar Parajuli,Kavrepalanchok,0,0,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,building_mater,4.0,,1.0,seeds_and_fert,2.0,based_on_caste,1.0,2.0,2.0,
725025,Ram Saran Dulal,Makwanpur,0,0,0,0,0,0,1,0,0,2.0,clean_water,2.0,building_mater,4.0,,5.0,,1.0,based_on_polit,4.0,2.0,2.0,
725026,Mahesh Kumar Shrestha,Ramechhap,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_get_shelter_materials,1.0,building_mater,2.0,joint_families,2.0,1.0,2.0,
725027,Krishna Bahadur Moktan,Sindhuli,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,5.0,,,,,,1.0,2.0,1.0,
725029,Yam Basel,Gorkha,0,0,1,0,0,0,0,0,1,4.0,,4.0,,4.0,,4.0,,4.0,,5.0,4.0,4.0,
725030,laxman pd bhattarai,Bhaktapur,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,,,1.0,housing_inspec,2.0,based_on_polit,2.0,2.0,2.0,
725032,santosh raut,Dolakha,0,1,1,1,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,1.0,how_to_register_for_access_sup,1.0,building_mater,,,,1.0,2.0,
725034,Arjun Prasad Khatiwada,Dhading,0,1,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,2.0,cash_for_work,4.0,,2.0,cash_for_work,2.0,based_on_caste,2.0,1.0,1.0,
725035,Raj Gurung,Gorkha,0,1,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,5.0,,4.0,,5.0,,3.0,3.0,4.0,
725037,jagadish kunwar,Bhaktapur,0,0,1,1,0,0,1,0,0,2.0,housing_inspections,1.0,building_mater,1.0,news_about_government_decision,,,4.0,,,1.0,2.0,
725038,Rajkumar Parajuli,Kavrepalanchok,0,0,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,building_mater,4.0,,1.0,building_mater,1.0,based_on_caste,1.0,2.0,2.0,
725047,Ram Saran Dulal,Makwanpur,1,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,,,1.0,based_on_polit,2.0,1.0,1.0,
725050,Yam Basel,Gorkha,0,1,1,1,0,0,0,0,1,,,5.0,,4.0,,5.0,,5.0,,5.0,4.0,4.0,
725051,santosh raut,Dolakha,1,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,building_mater,1.0,news_about_government_decision,1.0,building_mater,2.0,based_on_polit,2.0,2.0,,healthcare
725052,Rajkumar Parajuli,Kavrepalanchok,0,0,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,4.0,,1.0,building_mater,1.0,based_on_polit,2.0,2.0,2.0,
725057,jagadish kunwar,Bhaktapur,0,0,1,1,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,1.0,how_to_register_for_access_sup,,,,,2.0,,,
725058,Arjun Prasad Khatiwada,Dhading,0,0,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,2.0,cash_for_work,4.0,,2.0,building_mater,2.0,based_on_caste,2.0,1.0,1.0,
725059,Sunita Khadka,Dolakha,0,1,1,1,0,0,0,0,1,1.0,long_term_shelter__housing,4.0,,1.0,how_to_get_shelter_materials,4.0,,2.0,based_on_polit,1.0,1.0,2.0,
725078,santosh raut,Dolakha,1,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,2.0,building_mater,,,2.0,2.0,2.0,long_term_shelter__housing
725079,Rajkumar Parajuli,Kavrepalanchok,0,0,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,1.0,building_mater,2.0,based_on_caste,2.0,2.0,2.0,
725080,Mahesh Kumar Shrestha,Ramechhap,0,0,1,0,0,0,0,1,0,1.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_replace_personal_docume,1.0,cash_for_work,2.0,first_come__fi,2.0,1.0,2.0,
725090,Ram Saran Dulal,Makwanpur,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,housing_inspec,1.0,news_about_government_decision,,,1.0,based_on_polit,2.0,1.0,1.0,
725094,jagadish kunwar,Bhaktapur,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,,,1.0,how_to_get_shelter_materials,1.0,cash_for_work,,,,,,
725095,Arjun Prasad Khatiwada,Dhading,0,0,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,2.0,cash_for_work,4.0,,,1.0,2.0,
725096,Sunita Khadka,Dolakha,1,0,1,1,0,0,0,0,1,1.0,long_term_shelter__housing,4.0,,1.0,how_to_get_shelter_materials,4.0,,2.0,based_on_polit,1.0,1.0,1.0,long_term_shelter__housing
725097,santosh raut,Dolakha,0,0,0,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,building_mater,2.0,news_about_government_decision,2.0,cash_for_work,2.0,based_on_caste,2.0,2.0,2.0,
725099,Rajkumar Parajuli,Kavrepalanchok,0,1,0,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,1.0,building_mater,1.0,based_on_polit,2.0,2.0,1.0,
725102,Renu Shrestha,Gorkha,1,1,1,0,0,0,1,0,0,4.0,,5.0,,4.0,,5.0,,5.0,,4.0,4.0,5.0,
725104,jagadish kunwar,Bhaktapur,0,0,1,0,0,0,1,0,0,,,,,4.0,,1.0,building_mater,5.0,,1.0,1.0,3.0,
725109,Mahesh Kumar Shresth,Ramechhap,0,1,1,0,0,0,0,1,0,2.0,long_term_shelter__housing,2.0,cash_for_work,1.0,how_to_register_for_access_sup,1.0,building_mater,2.0,only_if_damage,2.0,1.0,2.0,
725113,Ram Saran Dulal,Makwanpur,0,0,1,0,0,0,1,0,0,1.0,short_term_she,1.0,building_mater,1.0,news_about_government_decision,1.0,cash_for_work,1.0,based_on_polit,2.0,1.0,1.0,
725114,Sunita Khadka,Dolakha,1,1,1,1,0,0,0,0,1,1.0,long_term_shelter__housing,2.0,building_mater,1.0,how_to_get_shelter_materials,4.0,,4.0,,1.0,1.0,2.0,long_term_shelter__housing
725115,Arjun Prasad Khatiwada,Dhading,0,0,0,0,0,0,0,1,0,1.0,long_term_shelter__housing,2.0,building_mater,1.0,news_about_government_decision,2.0,building_mater,,,1.0,1.0,2.0,
725116,Rajkumar Parajuli,Kavrepalanchok,0,1,0,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,1.0,building_mater,1.0,based_on_caste,2.0,2.0,2.0,
725117,Raj Gurung,Gorkha,1,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,4.0,,3.0,building_mater,5.0,,4.0,3.0,4.0,sexual_and_reproductive_servic
725119,santosh raut,Dolakha,0,1,1,1,0,1,0,0,0,1.0,long_term_shelter__housing,5.0,,1.0,news_about_government_decision,5.0,,1.0,based_on_polit,1.0,1.0,2.0,
725120,Renu Shrestha,Gorkha,1,1,1,0,0,0,1,0,0,4.0,,4.0,,5.0,,4.0,,4.0,,5.0,4.0,5.0,
725123,jagadish kunwar,Bhaktapur,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,,,2.0,news_about_government_decision,2.0,housing_inspec,,,,,2.0,
725125,Krishna Bahadue Moktan,Sindhuli,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,1.0,news_about_government_decision,1.0,seeds_and_fert,,,,4.0,4.0,
725126,Ram Saran Dulal,Makwanpur,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,,,1.0,based_on_polit,2.0,1.0,1.0,
725127,Rajkumar Parajuli,Kavrepalanchok,0,0,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,1.0,building_mater,1.0,based_on_caste,2.0,2.0,2.0,
725270,santosh raut,Dolakha,1,0,1,0,0,1,0,0,0,1.0,financial_support,4.0,,1.0,news_about_government_decision,5.0,,1.0,based_on_caste,4.0,1.0,1.0,financial_support
725130,Arjun Prasad Khatiwada,Dhading,0,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,,,2.0,news_about_government_decision,1.0,building_mater,1.0,first_come__fi,4.0,2.0,2.0,
725131,jagadish kunwar,Bhaktapur,0,0,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,4.0,,4.0,,3.0,food_aid,4.0,,,1.0,4.0,
725132,Sunita Khadka,Dolakha,1,1,1,1,0,0,0,0,1,2.0,long_term_shelter__housing,2.0,building_mater,1.0,news_about_government_decision,4.0,,4.0,,1.0,1.0,2.0,long_term_shelter__housing
725133,Renu Shrestha,Gorkha,0,0,0,0,0,0,1,0,0,4.0,,4.0,,5.0,,4.0,,4.0,,5.0,4.0,4.0,
725134,santosh raut,Dolakha,1,0,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,1.0,cash_for_work,2.0,news_about_government_decision,2.0,building_mater,2.0,based_on_caste,1.0,2.0,2.0,long_term_shelter__housing
725135,Krishna Bahadue Moktan,Sindhuli,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,5.0,,5.0,,2.0,cash_for_work,1.0,only_if_damage,4.0,2.0,2.0,
725136,Mahesh Kumar Shrestha,Ramechhap,0,0,0,0,0,0,0,0,1,2.0,long_term_shelter__housing,2.0,cash_for_work,1.0,how_to_register_for_access_sup,1.0,food_aid,2.0,first_come__fi,2.0,2.0,2.0,
725137,Ram Saran Dulal,Makwanpur,0,1,1,0,0,0,0,0,1,1.0,long_term_shelter__housing,1.0,cash_for_work,2.0,news_about_government_decision,1.0,building_mater,1.0,based_on_polit,3.0,1.0,1.0,
725140,Krishna Bahadue Moktan,Sindhuli,0,1,1,0,0,0,1,0,0,1.0,financial_support,1.0,building_mater,4.0,,4.0,,5.0,,2.0,1.0,2.0,
725141,Raj Gurung,Gorkha,1,0,1,1,0,0,1,0,0,2.0,long_term_shelter__housing,1.0,building_mater,4.0,,3.0,cash_for_work,5.0,,1.0,4.0,5.0,child_protecti
725142,Rajkumar Parajuli,Kavrepalanchok,0,1,0,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,building_mater,1.0,news_about_government_decision,1.0,building_mater,1.0,based_on_polit,5.0,1.0,2.0,
725144,santosh raut,Dolakha,0,0,1,0,0,0,1,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,2.0,how_to_register_for_access_sup,2.0,building_mater,2.0,based_on_caste,1.0,2.0,2.0,
725146,jagadish kunwar,Bhaktapur,0,1,1,0,0,0,1,0,0,1.0,long_term_shelter__housing,2.0,building_mater,,,2.0,housing_inspec,4.0,,,2.0,4.0,
725147,Sunita Khadka,Dolakha,1,0,1,1,0,0,0,0,1,1.0,long_term_shelter__housing,2.0,building_mater,1.0,how_to_get_shelter_materials,4.0,,2.0,based_on_polit,1.0,1.0,1.0,long_term_shelter__housing
725148,Renu Shrestha,Gorkha,0,0,0,0,0,0,1,0,0,5.0,,4.0,,4.0,,5.0,,4.0,,5.0,4.0,4.0,
725152,Ram Saran Dulal,Makwanpur,1,1,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,cash_for_work,1.0,how_to_get_shelter_materials,1.0,cash_for_work,1.0,based_on_polit,5.0,1.0,2.0,long_term_shelter__housing
725153,Arjun Prasad Khatiwada,Dhading,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,2.0,news_about_government_decision,1.0,cash_for_work,1.0,based_on_caste,1.0,1.0,1.0,
725154,Rajkumar Parajuli,Kavrepalanchok,0,0,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,1.0,building_mater,1.0,news_about_government_decision,1.0,building_mater,1.0,based_on_caste,4.0,1.0,2.0,
725155,Krishna Bahadue Moktan,Sindhuli,1,0,0,0,0,0,1,0,0,1.0,financial_support,2.0,cash_for_work,4.0,,4.0,,3.0,because_people,4.0,3.0,1.0,short_term_shelter__tent_shelt
725156,santosh raut,Dolakha,0,0,0,0,0,0,1,0,0,1.0,long_term_shelter__housing,1.0,building_mater,2.0,news_about_government_decision,2.0,building_mater,2.0,based_on_polit,1.0,1.0,2.0,
725157,Mahesh Kumar Shrestha,Ramechhap,0,0,1,0,0,1,0,0,0,2.0,long_term_shelter__housing,2.0,cash_for_work,1.0,how_to_get_shelter_materials,2.0,cash_for_work,2.0,first_come__fi,2.0,2.0,2.0,
725159,jagadish kunwar,Bhaktapur,0,1,1,0,0,0,1,0,0,1.0,housing_inspections,4.0,,4.0,,4.0,,4.0,,4.0,2.0,4.0,
725160,Renu Shrestha,Gorkha,0,1,0,0,0,1,0,0,0,5.0,,4.0,,4.0,,4.0,,4.0,,5.0,4.0,4.0,
725190,Ram Saran Dulal,Makwanpur,0,1,1,0,0,1,0,0,0,1.0,long_term_shelter__housing,1.0,cash_for_work,4.0,,1.0,housing_inspec,1.0,based_on_polit,2.0,1.0,2.0,
725206,Arjun Prasad Khatiwada,Dhading,0,1,1,0,0,0,0,0,1,1.0,long_term_shelter__housing,4.0,,4.0,,2.0,building_mater,4.0,,1.0,2.0,1.0,
